timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1,1.08170036094926,0.153973195892104,-1.50830558720257,0.143883501228798,0.053245327001834,0.48473112925332
2,-0.922483676565104,-0.748580852140156,0.051413442989348,0.667555248756316,0.608452803282578,-0.407057544845748
3,0.270882969168558,-0.0229792951189926,-0.749435287076448,-0.985161556422223,-0.592048719000098,0.0446484531933866
4,0.116224729868203,1.11186491744029,0.0931497705913838,-0.426500734168032,0.688386107299939,-1.48234939993379
5,0.223430099836233,-0.39375986652145,0.159490745858468,0.842035644706026,0.145930301834284,0.521528398978656
6,0.953069530046742,-0.0275543624688777,-1.095219907939,-0.484562336985139,0.933128382692876,0.740558518236643
7,0.225245819094319,1.24954023642672,1.20579028763398,0.0036152253143993,0.3079992191381,-1.20859440408125
8,1.3577649707254,-0.450461107739377,-0.351913423401781,-0.998297244547142,-0.855662288697504,0.865854423288887
9,0.529134108390344,-1.61390994036652,-2.16654906926524,-0.898149923151535,-1.73292006480854,0.682828136552337
10,-3.00080210281936,3.36108262850326,-3.63950135860424,0.101798139224404,-0.478291929647637,0.925586235023682
11,-2.10009002078671,-1.6237315777731,0.339854088124722,0.937623584707326,0.035361193731502,0.608314895678893
12,-12.1247931265272,42.4341927869637,-0.796069845928042,-14.2564002990358,-1.59888316953966,5.83789310014576
13,-6.06633650995736,28.3467139645147,-36.2650643120771,-8.13623041102535,-17.7523703163702,40.6014032796538
14,25.5263788831776,-13.8649798038683,-23.7587011154703,-11.4354445214754,6.13276576253884,2.54961358186009
15,-17.0137413146641,6.33871501576582,8.7218011119334,15.1817963101956,3.05035175594875,4.84982066528146
16,5.02447961640532,-1.87217218277719,-5.19750792624841,-5.5856225929627,-13.8956904094652,-15.6377199695575
17,36.9225452457837,18.2107308259735,18.5904496402309,2.39764714082347,-10.7335991605784,19.1422873763624
18,13.6919531338845,-11.9402112045534,5.01901952647163,3.69965618977163,7.50467709548174,-16.6721485134356
19,14.260663497068,-38.580778621183,-4.21832000065353,12.2165259177923,-16.5787555638055,7.74509740382709
20,21.6986249419976,-16.2507607625385,-8.38401637048361,-2.18647611910278,-6.49604436231596,17.1859739277204
21,1.10226010659339,-42.9202470826273,17.0502535002542,-5.80545527398027,-8.40057426022024,11.9492834002957
22,8.0708755122364,23.498817515996,-3.66828765312566,-15.5674238996257,13.2941093034858,-32.6682702362098
23,12.1550740537484,-0.997184851156932,4.92396069157343,3.84653381402138,12.1358402477981,6.23254508671405
24,-17.8940475843109,-26.996892509265,-22.1310885806398,-3.07383436838569,0.882330571422228,10.5971196416667
25,17.042870098793,-25.6237151943994,34.308832264758,-32.0808993256019,-3.4991752467664,-27.5144831922867
26,10.7324182965319,-23.0162453974026,-33.2936603509246,14.1766155225906,7.96280659899474,-4.83542171368063
27,-25.4793402423499,27.8184166043986,4.94760927174785,-5.97541733084218,-13.7329576375013,-7.62464412500073
28,-41.8578786950768,13.562749251645,-31.6999910160104,18.914760690954,-1.85404573444563,-6.75686756568933
29,16.5107551088314,4.15920107355082,-8.20116283608571,-13.4229794804447,11.1010975939359,-4.78402538208941
30,-4.78692165644341,-22.8195452734394,18.864799203615,-12.3518566860685,17.3616837332416,19.2597938533076
31,1.52156766737671,21.3408536654145,-13.6488273800195,1.19811494309065,11.1124856141399,-24.205133946296
32,-14.4087982147346,8.69382307718495,-23.9178233384609,-26.9569542629523,-13.7391088902558,36.1776252485287
33,0.637985753034809,1.44369603971701,0.00913064323275176,-1.7886331710991,2.00431577082832,1.08180654843263
34,0.173552430271993,0.255666147825677,3.90543788389065,-1.68017690594163,0.0157867853392846,1.57762238763478
35,-1.22923514774412,-0.805965945542697,-1.61424618518475,-1.18620493328706,-0.395867636469546,-0.0126445089546352
36,-1.28367859442699,1.34910632636057,-1.68291262581929,-0.876837034353011,0.905044483890774,-0.380768349007013
37,0.1348394049992,0.819115637478816,0.904157143261367,-0.56714632053618,0.033131275202925,0.68427437234799
38,-0.50431279753131,0.413300337818997,-0.396334616682207,2.3867432264539,1.16465223010308,1.34243013748576
39,2.00645528186409,-1.1201384497959,0.456187130694852,0.841196560322592,-0.213575092679795,-0.236991556354353
40,-0.350481405544543,-2.15212799658932,-1.05220144956575,0.804065798269406,0.699295392545221,0.906140629098043
41,1.09813742548601,-0.376599156273222,-1.75218582783293,0.160825775130669,-0.127913075921696,0.376373641027722
42,-0.923620509914439,0.639312836068454,-0.0830556998345745,-1.60519870452957,-0.838641693457924,0.348755508581353
43,1.9310628039124,1.30710115749782,0.446056449804074,-0.0245137328450979,0.27380523806722,-0.0764425020497272
44,-0.161157173816536,-0.070402125647935,-0.932451123149083,0.32551794424479,-0.113653296578722,-0.424192882975603
45,-2.5085827473123,0.94533128000109,0.163386826848874,0.0301404293422343,-0.77601519825068,0.420587340369231
46,0.0463722574231305,1.15891981315779,0.81569607338438,-0.298149692644257,0.385893803387428,-0.216681923450617
47,0.0901759869162837,0.357855679370275,1.25669858259082,-0.416697756461232,1.31621795867099,-0.790624988794755
48,0.153701394433592,-0.681170237961667,0.1466920103933,-1.12605138765473,0.669806086311551,-0.290822890155622
49,-0.0995347497409353,0.189718228909598,0.343382214865984,1.01681439484164,1.61221142399248,1.40329050043368
50,-1.59531724694753,0.210821873603407,0.287028500530525,-0.468432828092884,-0.867360076790197,-2.12784140927563
51,-2.60551585605503,0.0886596253206971,-0.251205018750669,0.0127271442965951,-1.99519433998476,-0.79692221775094
52,0.355634652753738,-1.54528138330853,-0.998322662879685,0.213604830120553,0.889032723883916,-0.320299475878796
53,-0.859866670066927,-1.2465035779068,1.12850709850447,-0.48426817164059,0.669234647334155,1.43607279594513
54,-0.805833234759686,-0.657601264334824,-0.127083116876644,-0.382391120066371,0.489124376276588,1.05264489552682
55,-0.434496543179467,-0.8861578701823,0.33842748525812,1.24579416086472,-0.239653365587475,0.838418004669547
56,1.17374567332026,1.30425625011929,2.059913181604,1.44223062298619,0.747648303837676,-1.5099631315518
57,0.180257147065443,1.32513297700643,-0.568452862350973,0.46298285188665,-0.418831807655592,-1.09615705444048
58,0.131089532970765,2.76529923512165,0.900018597029768,-0.406507390555242,-1.77003382824486,-0.375911479098773
59,1.89377073370089,-0.732090090697569,1.70526758874713,-0.243103476204343,-0.753161854758306,1.20698981247603
60,0.518377025402862,-0.212302527052301,-0.539206321782142,-0.41987450267057,0.0568997441384453,-0.288224986001109
